RF-prob,LR-prob,ADA-prob,NB-prob,DT-prob,MLP-prob,KNN-prob,EX-prob,LGBM-prob,QDA-prob,LDA-AAC,Target
0.0,0.06304714718035508,0.4331030425125967,1.4060980600056748e-14,0.0,0.0012145492815567622,0.0,0.06,5.298698647642758e-05,2.830293098851758e-87,0.21827378400904116,0
0.0,0.16851561424360578,0.4410638658563395,2.3299787982095866e-13,0.0,0.0008302701596281254,0.2,0.07,2.178987426431229e-05,1.7371249185354137e-82,0.578747812368584,0
1.0,0.9966662531142305,0.5575196996616685,0.9999999887495684,1.0,0.9999999605654768,1.0,0.99,0.9999782621791069,1.9249281770060852e-62,0.9649676940905475,1
0.99,0.9479624995168172,0.5787453867707881,2.0935785243295194e-13,1.0,0.9999998286709104,1.0,0.99,0.9999782621791069,1.9387827877258828e-82,0.6080542291352947,1
0.01,0.012672352738252818,0.44398179482890954,3.2079762056606596e-15,0.0,0.0003980343530507005,0.0,0.02,2.1772198259892852e-05,1.0358600328464016e-83,0.2813176132817244,0
0.0,0.20599099985109412,0.438860883126746,4.575647408228375e-14,0.0,0.0018729010171931336,0.0,0.01,2.173902252286967e-05,6.762706834927504e-83,0.43480290493176743,0
0.02,0.13168603149742802,0.438860883126746,2.2868298537076303e-14,0.0,0.0011235321385233653,0.0,0.08,2.176505430263038e-05,4.443045928495395e-83,0.3492753040261124,0
0.99,0.9388161328050459,0.5561658068478438,1.610413318688099e-14,1.0,0.9999997942104225,1.0,0.97,0.9999782621791069,2.5519518439482667e-85,0.3480167450986151,1
0.99,0.9912176461628631,0.5960723605165191,1.0,1.0,0.9999999997629176,1.0,0.99,0.9999782621791069,1.0,0.965647366397559,1
0.0,3.3101424398534498e-99,0.38562259158831547,0.0,0.0,1.1552641768354333e-16,0.0,0.0,2.7177297968762505e-05,0.0,0.0019252801284702658,0
1.0,0.9043775454281258,0.567619984163251,1.595841555680713e-14,1.0,0.9999985560263079,1.0,0.97,0.9999782621791069,5.810972530870384e-83,0.3468619670299525,1
0.99,0.8811308775226955,0.5663972210644825,9.600011601314344e-14,1.0,0.9999921792677872,1.0,0.86,0.9999782621791069,1.7843439355089593e-83,0.2336443641419638,1
0.0,0.008423034756128841,0.423992393743488,1.2528194278498586e-15,0.0,9.870370708248429e-05,0.0,0.02,2.185120213262639e-05,5.908784591576786e-84,0.2833905322096273,0
1.0,0.9189475993777217,0.5786448077470787,4.3262164317187463e-13,1.0,0.9999771840733264,1.0,0.95,0.9999782621791069,4.4900605424999445e-82,0.6740803469267316,1
0.02,0.13391653297416722,0.438860883126746,1.0606152631918601e-14,0.0,0.0021191036424965176,0.0,0.08,2.174024571329186e-05,3.75277389985171e-83,0.31729473270119096,0
0.03,0.20961722869631405,0.4278637554040195,5.185183420701966e-13,0.0,0.009283218640312505,0.0,0.13,2.7621525307271764e-05,1.4468460939188354e-85,0.4241413710344909,0
0.0,0.05467308638369028,0.4328458891615827,2.71034404050158e-15,0.0,0.001052173966789888,0.0,0.0,2.1810054913184032e-05,3.618864551589093e-84,0.09051630822902926,0
0.0,4.135503479368508e-24,0.3908304369282128,3.909835140292065e-74,0.0,2.4382598874262405e-07,0.0,0.0,2.1954020945703278e-05,3.657854898312443e-142,0.015999467901939853,0
0.03,0.00023135795585587689,0.4185347409789105,7.776823362983381e-16,0.0,0.0003877248829525971,0.2,0.01,2.1807777196135184e-05,8.283826905481789e-88,0.3676267378680848,0
0.0,0.07873488546885761,0.43916195883757386,7.0651150417717295e-15,0.0,0.0009360884355661881,0.0,0.01,2.1810054913184032e-05,3.283795317714576e-83,0.3130487053039619,0
0.0,2.046554603499448e-11,0.4042915968711331,2.5465969341616813e-28,0.0,3.038248893859773e-05,0.0,0.0,2.1929117073882808e-05,1.985017364073928e-94,0.013930317480245315,0
1.0,0.9199111704247757,0.5736894835995595,2.068386596857639e-13,1.0,0.9999996815782185,1.0,1.0,0.9999782621791069,6.763545662806392e-82,0.6740269677445674,1
1.0,0.9499603591461964,0.5790434004839301,2.7812174328814547e-13,1.0,0.9999998509565546,1.0,0.98,0.9999782621791069,7.597829813682408e-82,0.6954328902043928,1
0.93,0.7681545313829246,0.5651455544985761,7.488394370662801e-14,1.0,0.9993888177922385,1.0,0.95,0.999978263256871,2.4172637828292696e-82,0.5244785095289067,1
0.99,0.9608330174320914,0.5778289153862285,1.0,1.0,0.9999997915194688,1.0,0.9,0.9999782621791069,1.0,0.6588473982805405,1
0.0,1.5146068734431096e-07,0.43795139264275756,1.9628138772912256e-20,0.0,0.0001493427184869635,0.0,0.01,2.180998434026081e-05,7.2367130270736286e-90,0.09325925590679379,0
1.0,0.998837073982735,0.5990284527599025,2.1548151307529267e-10,1.0,0.999999999999527,1.0,1.0,0.9999782621791069,3.5083810565280726e-78,0.9754555020210869,1
1.0,0.9633447310658063,0.5778289153862285,9.004981057465428e-13,1.0,0.9999999005473729,1.0,0.97,0.9999782621791069,4.742159300986738e-82,0.6211454037937001,1
1.0,0.9909192701511335,0.5816229585479437,3.1331985429183913e-11,1.0,0.9999999998804983,1.0,1.0,0.9999782621791069,1.2069069613248522e-80,0.9369602111836006,1
0.11,0.3334450786178045,0.4626914067779299,1.41470816291296e-12,0.0,0.0007083504049928559,0.0,0.13,5.8729416436649954e-05,1.9099717324228465e-81,0.840660552930974,0
0.94,0.6426866577548402,0.5511742989947099,1.1492799999596146e-13,1.0,0.9466415705853507,1.0,0.66,0.9999782621791069,1.0499837755398814e-83,0.24823108122903076,1
0.98,0.9926322193340561,0.7313174336551688,1.0,1.0,0.9999994902907507,1.0,1.0,0.9999782621791069,1.0,0.7600178501774225,1
0.01,0.012713586179911966,0.4226752732902524,1.1893707711453837e-15,0.0,0.00011504311171257938,0.0,0.14,2.194927190273518e-05,3.0495233794096486e-86,0.15529845590630115,0
1.0,0.9606424840979327,0.5787453867707881,4.478670401684187e-13,1.0,0.9999999837096578,1.0,1.0,0.9999782621791069,8.196148540685948e-82,0.7634208877023825,1
0.02,0.1026612095631109,0.4398629469420791,4.599406634233306e-14,0.0,0.0007273473413704978,0.0,0.0,2.2104666138291165e-05,1.07348199717997e-82,0.5196341038702187,0
1.0,0.9990981237053236,0.7501994485710365,1.0,1.0,0.9999999864876963,1.0,1.0,0.9999782621791069,1.0,0.9528787406312272,1
0.63,0.9887094607875183,0.514422673770362,1.0,1.0,0.992484092386498,0.0,0.82,0.9979462594820548,2.976237918809707e-38,0.9287032375753472,1
1.0,0.9978911050876538,0.5698129760074742,1.0,1.0,0.9999999976679133,1.0,1.0,0.9999782621791069,1.0,0.9398308416204414,1
0.0,1.4121597878031226e-24,0.36006340085895727,2.5622465606091566e-77,0.0,3.439769066093593e-07,0.0,0.0,2.1952127950944086e-05,4.116084453484766e-152,0.058920752569819386,0
0.98,0.8945229587524722,0.5860179758231225,1.4419234181611545e-13,1.0,0.9999927142056323,1.0,1.0,0.9999782621791069,2.229888325781031e-82,0.5464140428155517,1
1.0,0.9339406633881366,0.5847796848920099,3.64053417067945e-13,1.0,0.9999996625986017,1.0,1.0,0.9999782621791069,1.0349710583072881e-81,0.6892604450994716,1
1.0,0.99968821700792,0.7273312752129641,1.0,1.0,0.9999999999999747,1.0,1.0,0.9999782621791069,3.578305491911667e-13,0.9981875116101286,1
0.0,3.5844880711653126e-05,0.3948737003059502,1.1685924795098166e-17,0.0,2.178174044400192e-06,0.0,0.0,2.192596322283577e-05,6.3275735028435534e-86,0.08915828523953838,0
1.0,0.9450102152097358,0.5980902637687234,2.7111416885605747e-13,1.0,0.9999974857351807,1.0,1.0,0.9999782621791069,9.196267462122317e-82,0.6441133236603509,1
0.0,0.08134792649097368,0.4226548529742209,9.232439612551397e-15,0.0,0.0009320682601202813,0.0,0.0,2.1810295477990314e-05,9.874458885317022e-83,0.39944300676419753,0
0.0,1.1951651294888086e-06,0.3844908547391225,1.161158594521562e-14,0.0,0.0002975003873583905,0.0,0.01,6.636435490211761e-05,3.117356070241293e-87,0.1654698157127668,0
1.0,0.999997224492945,0.7901238413802544,1.0,1.0,0.9999999999999989,1.0,1.0,0.9999782621791069,4.5517923792343084e-35,0.9829888704046502,1
0.13,0.03347124641883194,0.4379566756612402,1.20295359393892e-14,0.0,0.011854392875456223,0.2,0.22,5.729771025836847e-05,1.055739653594456e-85,0.3569603468202656,0
0.92,0.5321068873031161,0.5460116984393785,4.1022941423307525e-14,1.0,0.8060802491674509,1.0,0.66,0.9997981071100377,2.7122769997842306e-82,0.44016899963516437,1
1.0,0.9799777722329025,0.5790434004839301,1.6069344554482894e-12,1.0,0.9999999954135814,1.0,1.0,0.9999782621791069,2.0343836384050155e-81,0.86111782702243,1
0.98,0.8187969587182,0.5607209344232726,2.028038699920141e-14,1.0,0.9996332072414991,1.0,0.96,0.9999782621791069,9.571744427667612e-83,0.3782458772734035,1
1.0,0.9605175611023299,0.5787453867707881,6.24953457881336e-13,1.0,0.9999999340879685,1.0,1.0,0.9999782621791069,3.142612715381778e-82,0.7024905210640832,1
0.99,0.9298358903622901,0.5521037817198338,6.563012503303269e-13,1.0,0.9999995783850065,1.0,0.96,0.9999782621791069,3.1258492438581313e-81,0.7452145238413076,1
0.98,0.9605759127013627,0.5575579185402758,6.514882879012217e-13,1.0,0.9999985511789174,0.4,0.96,0.9999782621791069,5.933631201702233e-81,0.604595234962651,1
0.99,0.9175301442678414,0.5729933905601358,2.6277545641460636e-14,1.0,0.999998100045669,1.0,0.99,0.9999782621791069,1.1989548215405323e-82,0.39679449742853423,1
0.0,1.0364908122973172e-13,0.38964643967927975,4.353933281246574e-34,0.0,8.849012608250353e-05,0.0,0.0,2.176384130911255e-05,3.332676416643932e-101,0.05102666192527753,0
0.98,0.9400649333974066,0.5878517015159254,1.0991357917744046e-11,1.0,0.999997477231075,1.0,0.95,0.9999782621791069,2.1169291506115736e-81,0.6868824244778573,1
1.0,0.8956947784835451,0.7260108546679579,2.549868892706542e-12,1.0,0.9997325771176723,1.0,0.93,0.9999782621791069,1.1160619324243231e-81,0.788873481955756,1
1.0,0.87144327422582,0.5786448077470787,3.2037284443519886e-12,1.0,0.9992173032341539,1.0,0.92,0.9999782621791069,6.382409927152716e-82,0.7676965217677075,1
0.03,8.130883703201068e-08,0.3945816253836943,1.0,0.0,0.000323349410433956,0.0,0.08,2.1769297086352244e-05,4.7360661777644356e-24,0.2934556241198033,0
0.99,0.9697176583172432,0.7317967670579851,4.795993778673561e-12,1.0,0.9999999951831948,1.0,1.0,0.9999782621791069,3.09841721578947e-80,0.8819063847202026,1
1.0,0.9999929164590581,0.6625108350502271,1.0,1.0,0.99999999999975,1.0,1.0,0.9999782621791069,1.8885529895121824e-36,0.9021281670410007,1
0.0,1.624761260586694e-14,0.4042915968711331,2.5499170591415302e-36,0.0,6.131651183506749e-06,0.0,0.0,2.195534622090132e-05,1.0102940867036037e-102,0.031299917598541026,0
0.03,0.004651034154850541,0.4494012768008404,4.394620851015228e-15,0.0,0.0004436417582749393,0.0,0.14,2.1808555227786445e-05,7.8557374520614345e-84,0.31315963372047756,0
0.99,0.8830380399890364,0.5668133702935297,6.023643079831108e-13,1.0,0.9999662430440196,1.0,0.98,0.9999782621791069,1.8903414671605132e-81,0.7499531778749147,1
0.98,0.6643331800945257,0.5729933905601358,6.719284512349156e-15,1.0,0.9998333661562013,1.0,0.89,0.9999782621791069,7.43436837874656e-83,0.16542322349910987,1
0.05,0.35858233093912534,0.45403484477293976,7.195355304498856e-14,0.0,0.027040085671276217,0.0,0.01,6.088419125151479e-05,2.0611836556568988e-82,0.5997489857962311,0
0.99,0.9999930734222353,0.6552019066351741,1.0,1.0,0.999999999990399,1.0,0.95,0.9999782621791069,1.0,0.9631051405675212,1
1.0,0.955828507264059,0.5780514772954063,4.192799999775035e-14,1.0,0.9999999439860949,1.0,1.0,0.9999782621791069,1.605413011656263e-82,0.44985610317354413,1
0.0,4.6477806852205175e-10,0.408665801380665,1.7616024496703725e-25,0.0,9.248508374056587e-05,0.0,0.0,2.1769792257139976e-05,3.123301667242823e-93,0.14129103066150772,0
0.07,0.3616246349161915,0.4452724149371929,6.006522964685133e-13,0.0,0.0031271314813855595,0.0,0.24,2.1770156720381247e-05,7.460206591654894e-82,0.8055980926872488,0
0.0,2.5021660445003765e-16,0.4077579590862257,2.0273466887490612e-41,0.0,0.00013381398387364362,0.0,0.0,2.178569844395524e-05,1.6709874192381244e-110,0.01761401348503932,0
0.0,2.8307353437923975e-06,0.4024735793020109,1.0846718577437e-18,0.0,0.0006866759797997837,0.0,0.01,2.3442479447582262e-05,1.229611753746364e-86,0.026201724044716802,0
0.0,3.071010671645972e-25,0.3908304369282128,5.786298169135066e-79,0.0,2.1749803232435604e-07,0.0,0.0,2.192873488575615e-05,1.1810174581765068e-148,0.02483182467189288,0
0.0,1.341197182535738e-38,0.38562259158831547,2.0320445358649793e-167,0.0,6.9465077564674385e-09,0.0,0.0,2.190005506506855e-05,1.7131191465151804e-240,0.006596896320865072,0
0.01,0.08219316068952269,0.4328458891615827,1.1305439474224917e-14,0.0,0.0003822893111982716,0.0,0.03,2.5717850078877077e-05,3.3984421064717034e-84,0.14135312607278394,0
0.1,0.033874207923610185,0.44475198537424976,8.251502832766152e-14,0.0,0.002460814919781264,0.0,0.05,6.220905827873874e-05,1.000044070200937e-82,0.4379111576731689,0
1.0,0.928587915254938,0.5787453867707881,4.781046729213458e-13,1.0,0.9999997306374229,1.0,1.0,0.9999782621791069,1.2490941894074922e-81,0.7162388599137337,1
0.05,0.09389296192547304,0.42557768302206156,6.714811740443934e-09,0.0,0.021917142403551144,0.0,0.0,6.95654990874759e-05,3.173738341732868e-82,0.2161188516963593,0
1.0,0.9997771486474446,0.7453637759759578,1.0,1.0,0.9999999999999654,1.0,0.99,0.9999782621791069,2.4036215203653935e-23,0.9931553325701307,1
1.0,0.9543252029998729,0.5790434004839301,6.466902791506344e-14,1.0,0.9999999358180572,1.0,1.0,0.9999782621791069,9.198668892119708e-83,0.49610355897324304,1
0.0,0.023073269847123237,0.40894579083179505,7.41203821648853e-16,0.0,0.0011773573292972073,0.0,0.05,2.181210222738302e-05,9.926888058783854e-84,0.11329266971438483,0
0.01,0.25910480489648047,0.45302660728581223,3.6110214289953345e-14,0.0,0.02045722031931824,0.0,0.0,0.00012294965425477142,1.7037453229130295e-82,0.4902880136965325,0
1.0,0.9674502498554357,0.5668133702935297,1.0,1.0,0.9999811977234631,1.0,0.98,0.9999782621791069,1.0,0.9067983495640627,1
1.0,0.9990850413063612,0.7316581868473381,1.267653823343303e-09,1.0,0.9999999999999489,1.0,1.0,0.9999782621791069,2.8317264702201497e-79,0.9896803938149681,1
0.04,0.028472630389757055,0.43254580396524667,2.744786297314391e-14,0.0,0.0033783712849943014,0.0,0.09,3.914534021244781e-05,6.4196900802007535e-84,0.22716044751154044,0
0.01,1.2878542129046763e-12,0.40704543930449066,1.6075390860780816e-31,0.0,7.455564391628877e-05,0.0,0.0,2.1769297086352244e-05,8.459341816352018e-100,0.1090941313610668,0
1.0,0.9834870631117333,0.5698129760074742,1.1660922436036252e-12,1.0,0.99999999647374,1.0,1.0,0.9999782621791069,7.691082499836234e-82,0.7853034061681865,1
0.99,0.9948057757557692,0.5787453867707881,1.0,1.0,0.9999999974483711,1.0,1.0,0.9999782621791069,3.8869375200841126e-26,0.8986286785521661,1
1.0,0.9100170980145829,0.5980902637687234,4.2445628539310956e-13,1.0,0.9999985973227437,1.0,0.99,0.9999782621791069,1.0553760665787407e-81,0.7014745767041899,1
0.98,0.9563530635721657,0.5907819641262925,4.1711010517543633e-13,1.0,0.999999886171843,1.0,0.95,0.9999782621791069,3.539396371321824e-82,0.6728703453524199,1
0.99,0.9999776529802454,0.7942840721368513,1.0,1.0,0.9999999999416664,1.0,1.0,0.9999782621791069,2.52618013428292e-33,0.9728848988569496,1
0.0,0.13906513972383028,0.44426780190692544,4.3922670623773134e-14,0.0,0.0002931262691837693,0.0,0.01,2.1807218770183914e-05,4.496594241497161e-83,0.4077450641550839,0
0.0,0.04608367612335481,0.4328458891615827,7.589997066224232e-15,0.0,0.00016900968556234606,0.0,0.0,2.5717850078877077e-05,2.706315966169704e-84,0.11475296128873823,0
0.97,0.8303785797763998,0.5540827210268007,9.884146814366855e-14,1.0,0.9999101792259885,1.0,0.77,0.9999782621791069,7.673546796370954e-84,0.21640931419250034,1
0.97,0.9969826441165324,0.7305173337512163,1.0,1.0,0.9999999610665697,1.0,1.0,0.9999782621791069,1.0,0.8576714003359782,1
1.0,0.7863294459117578,0.5668133702935297,6.581678793780438e-14,1.0,0.9984240929016377,1.0,0.97,0.9999782621791069,1.2104264855229495e-82,0.4984471289071816,1
1.0,0.8988693268538329,0.5736894835995595,1.7566312497117928e-13,1.0,0.9999984752192149,1.0,0.98,0.9999782621791069,5.861463026861289e-82,0.6719149596043354,1
0.0,9.614664298083355e-25,0.38562259158831547,1.387237467778042e-78,0.0,2.9035770957778194e-05,0.0,0.0,2.9964416170149608e-05,2.3355247536848252e-148,0.02729974023893664,0
0.19,0.2245789311901662,0.49682522583887334,1.8940154717250396e-15,1.0,0.012031310503542354,0.4,0.03,0.003377317863745753,1.7939499465831524e-83,0.16805705606282037,0
0.99,0.8002503967967826,0.5614217205935716,1.7876509325478912e-13,1.0,0.9998472715950768,1.0,0.99,0.9999782621791069,5.723508243347845e-82,0.6635719043764832,1
1.0,0.9722216149747844,0.5780514772954063,1.0,1.0,0.9999997515047572,1.0,0.97,0.9999782621791069,1.9124237756311883e-16,0.7396775334241064,1
0.0,2.035879177807016e-10,0.3990218731977122,4.969132699598021e-26,0.0,3.082081893775042e-06,0.0,0.0,2.227998285596017e-05,4.590612037220798e-92,0.011295822182860953,0
0.97,0.7633840365571688,0.5735540371087587,1.1521047306952635e-12,1.0,0.9994226850459434,1.0,0.81,0.9999782621791069,8.913544819117728e-84,0.178423636476222,1
0.02,0.5055950848514651,0.44860501192259566,6.422079836231428e-13,0.0,0.2538913904346366,0.2,0.27,2.866638189924842e-05,1.0631656278459553e-81,0.7880389630067546,0
1.0,0.9978572866795641,0.7506647724660261,8.23148973611992e-10,1.0,0.9999999999975788,1.0,1.0,0.9999782621791069,2.6798475244371175e-80,0.9785324605935017,1
0.98,0.996576807970127,0.7313174336551688,1.0,1.0,0.9999998500388704,1.0,1.0,0.9999782621791069,1.0,0.9014145296241899,1
